spins,analytical_gamma,start_gamma,end_gamma,optimum_gamma,fidelity,naive_fidelity,time
12,0.07915681022658798,0.03915681022658798,0.11915681022658797,0.08449014355992131,0.9849688103658235,0.8353308093042469,11.099999999999993
16,0.0687178303825355,0.028717830382535496,0.10871783038253549,0.07405116371586883,0.990880828992078,0.8733323673924286,12.699999999999987
20,0.061397312373959664,0.021397312373959664,0.10139731237395966,0.06406397904062633,0.9971304831512413,0.8966632387934487,14.199999999999982
24,0.05592566130684242,0.01592566130684242,0.09592566130684242,0.058592327973509085,0.9976177111871581,0.9124850772950017,15.299999999999978
28,0.051647607876306664,0.011647607876306663,0.09164760787630666,0.05431427454297333,0.99341340809847,0.9239441040598726,16.49999999999997
32,0.048189836190328926,0.008189836190328925,0.08818983619032893,0.05085650285699559,0.9871608942137765,0.9326405158587056,17.49999999999997
36,0.045323087148081635,0.005323087148081634,0.08532308714808164,0.0479897538147483,0.9801048379014924,0.9394749946906115,18.499999999999964
40,0.04289816796652825,0.0028981679665282464,0.08289816796652824,0.04289816796652825,0.9794038268123679,0.9449937400949242,20.09999999999996
44,0.04081343359735674,0.0008134335973567358,0.08081343359735674,0.04081343359735674,0.9826490005893236,0.9495475054579712,20.999999999999957
48,0.038997014936058054,-0.0010029850639419469,0.07899701493605805,0.038997014936058054,0.9850388522389497,0.9533719995331865,21.999999999999954
52,0.037396516330106856,-0.0026034836698931446,0.07739651633010686,0.037396516330106856,0.986572648850026,0.95663157787797,22.79999999999995
56,0.035972745583931084,-0.004027254416068916,0.07597274558393108,0.035972745583931084,0.9868659455095915,0.9594444061591326,23.599999999999948
60,0.03469573956013309,-0.005304260439866912,0.07469573956013309,0.03469573956013309,0.986364587469026,0.9618976626852659,23.999999999999947
64,0.03354215631310589,-0.006457843686894109,0.0735421563131059,0.03354215631310589,0.9855830373092597,0.9640570989315548,24.799999999999944
68,0.03249351231256909,-0.00750648768743091,0.07249351231256909,0.03249351231256909,0.9850600952169687,0.965973260663719,25.99999999999994
72,0.03153495977135029,-0.00846504022864971,0.0715349597713503,0.03153495977135029,0.9853635413395775,0.9676856568912449,26.799999999999937
76,0.0306544192040172,-0.0093455807959828,0.0706544192040172,0.0306544192040172,0.986544591640699,0.969225626074217,27.699999999999932
80,0.029841951592590333,-0.010158048407409668,0.06984195159259034,0.029841951592590333,0.988316317016337,0.9706183515357832,28.299999999999933
84,0.029089295823826473,-0.010910704176173527,0.06908929582382647,0.029089295823826473,0.9901111268945998,0.971884307174788,28.99999999999993
88,0.028389522421517027,-0.011610477578482974,0.06838952242151702,0.028389522421517027,0.9918209672930891,0.9730403131370402,29.699999999999925
92,0.02773677059003408,-0.01226322940996592,0.06773677059003408,0.02773677059003408,0.9929079036463317,0.9741003190915095,30.299999999999926
96,0.027126045913352808,-0.012873954086647193,0.0671260459133528,0.027126045913352808,0.9934465322766303,0.9750759938433927,30.89999999999992
100,0.026553062867655384,-0.013446937132344617,0.06655306286765539,0.026553062867655384,0.9933138396855605,0.9759771750160865,31.59999999999992
104,0.026014120889028797,-0.013985879110971204,0.0660141208890288,0.026014120889028797,0.9927935190262981,0.9768122161295661,32.19999999999992
108,0.025506005875720817,-0.014493994124279184,0.06550600587572082,0.025506005875720817,0.9920198816726432,0.9775882574292525,32.699999999999925
112,0.02502591118770476,-0.014974088812295241,0.06502591118770476,0.02502591118770476,0.9911523216762507,0.9783114393489153,33.29999999999993
116,0.02457137374803661,-0.015428626251963392,0.0645713737480366,0.02457137374803661,0.9903875130584158,0.9789870723235088,33.89999999999994
120,0.024140221954139944,-0.015859778045860057,0.06414022195413994,0.024140221954139944,0.9900800905742545,0.9796197730394427,34.39999999999995
