spins,time,fidelity,gamma,optimum_gamma
4,7.800000000000002,0.7069657535330028,0.2635581536136659,0.2635581536136659
8,13.299999999999985,0.6891953154080201,0.2307835686727283,0.2307835686727283
12,17.49999999999997,0.7850022060926313,0.2086147880798742,0.2086147880798742
16,20.69999999999996,0.8485272351214153,0.1935200512961205,0.1935200512961205
20,23.499999999999947,0.8731398358132911,0.1824571005814989,0.1824571005814989
24,25.699999999999942,0.8668376737559713,0.1739007664481874,0.1739007664481874
28,27.79999999999993,0.8464174083148915,0.167021317242487,0.167021317242487
32,29.999999999999925,0.8201372356293651,0.1613277855665809,0.1613277855665809
36,35.69999999999997,0.8154549492355233,0.1565094995216228,0.1565094995216228
40,37.9,0.8458002132604175,0.1523592014110747,0.1523592014110747
44,39.70000000000002,0.8681160281598352,0.148732652074731,0.148732652074731
48,41.40000000000005,0.881836176452522,0.1455259514583734,0.1455259514583734
52,43.000000000000064,0.8897066550576183,0.1426620896096925,0.1426620896096925
56,44.600000000000094,0.8870721282241674,0.1400825995673428,0.1400825995673428
60,46.50000000000011,0.8718932433373147,0.1377421739279268,0.1377421739279268
64,52.50000000000021,0.8590265488037745,0.1356050772401441,0.1356050772401441
68,54.40000000000023,0.8766477115167444,0.133642686704113,0.133642686704113
72,55.800000000000246,0.8900297229966978,0.1318317643718774,0.1318317643718774
76,57.10000000000028,0.8990322752333194,0.1301532167816073,0.1301532167816073
80,58.20000000000029,0.905529860706106,0.1285911873390907,0.1285911873390907
84,59.300000000000296,0.9072999456567334,0.127132380777283,0.127132380777283
88,60.400000000000325,0.906980082260469,0.1257655526154986,0.1257655526154986
92,61.400000000000325,0.9038515794621786,0.1244811179678746,0.1244811179678746
96,62.300000000000345,0.8999825473964217,0.1232708480365625,0.1232708480365625
100,63.30000000000036,0.8941791621023892,0.1221276319441811,0.1221276319441811
104,64.10000000000036,0.8885995927272404,0.1210452878871717,0.1210452878871717
108,65.00000000000038,0.8798031779920678,0.120018411961505,0.120018411961505
112,65.9000000000004,0.8717794537366259,0.119042256077808,0.119042256077808
116,66.70000000000041,0.8628550420545125,0.118112628564774,0.118112628564774
120,67.60000000000042,0.8532037588511526,0.1172258126332353,0.1172258126332353
124,68.40000000000043,0.8449098044930675,0.1163784990220702,0.1163784990220702
128,69.20000000000044,0.8343216416766102,0.1155677299954464,0.1155677299954464
132,70.10000000000046,0.8235198420015949,0.1147908524939806,0.1147908524939806
136,71.00000000000047,0.8144171926624876,0.1140454787195511,0.1140454787195511
140,72.00000000000048,0.8053204663927176,0.1133294527964408,0.1133294527964408
144,73.50000000000051,0.7965538331104004,0.1126408224299627,0.1126408224299627
148,78.40000000000056,0.7932996749807296,0.1119778146991151,0.1119778146991151
152,79.10000000000059,0.7885481636415557,0.1113388152877015,0.1113388152877015
156,79.90000000000059,0.7835052321229053,0.1107223505901369,0.1107223505901369
160,80.70000000000061,0.7782048441672367,0.1101270722323392,0.1101270722323392
164,81.40000000000063,0.7726782325737922,0.1095517436309526,0.1095517436309526
168,82.10000000000063,0.7669641775517168,0.1089952282804713,0.1089952282804713
172,82.80000000000064,0.7610808332470049,0.1084564795112027,0.1084564795112027
176,83.50000000000065,0.7550644223715297,0.1079345315042081,0.1079345315042081
180,84.20000000000066,0.7489755375862812,0.107428491384505,0.107428491384505
184,85.00000000000067,0.7428219810964307,0.1069375322425434,0.1069375322425434
188,85.90000000000069,0.7366953780443846,0.1064608869575765,0.1064608869575765
192,95.60000000000082,0.793574784573093,0.1059978427160142,0.1059978427160142
196,96.20000000000084,0.7952104422897329,0.1055477361339948,0.1055477361339948
200,96.80000000000084,0.794594130084597,0.1051099489068314,0.1051099489068314
204,97.40000000000084,0.7954867356857793,0.1046839039192167,0.1046839039192167
208,97.90000000000086,0.7943059568045666,0.1042690617594702,0.1042690617594702
212,98.50000000000084,0.7945362650127914,0.1038649175890334,0.1038649175890334
216,99.00000000000088,0.7944299966995938,0.1034709983251038,0.1034709983251038
220,99.50000000000088,0.7924916888412927,0.1030868600999621,0.1030868600999621
224,100.10000000000088,0.7918394097375123,0.1027120859653662,0.1027120859653662
228,100.60000000000088,0.7908920401770021,0.1023462838144874,0.1023462838144874
232,101.20000000000093,0.7896768216155999,0.1019890844973794,0.1019890844973794
236,101.80000000000092,0.7906567625724129,0.1016401401089819,0.1016401401089819
240,109.200000000001,0.7765330508475641,0.1012991224312477,0.1012991224312477
244,109.90000000000104,0.7742089318200401,0.100965721513222,0.100965721513222
248,110.60000000000105,0.7718255691124228,0.1006396443748244,0.1006396443748244
252,111.30000000000103,0.7685832155402291,0.1003206138217679,0.1003206138217679
256,112.00000000000104,0.7660654490725887,0.100008367360495,0.100008367360495
